id,conductor_id,placa,marca,modelo,anio,color,capacidad,tipo_servicio
441,441,F1A-389,Nissan,Sentra,2023,gris,4,estandar
442,442,C6E-516,Hyundai,Accent,2015,azul,7,economico
443,443,D5D-368,Toyota,Rav4,2025,gris,5,economico
444,444,D7C-572,Hyundai,Elantra,2022,plata,4,estandar
445,445,D5C-218,Nissan,Versa,2016,blanco,4,economico
446,446,J2D-140,Hyundai,Accent,2018,azul,4,economico
447,447,J1J-658,Hyundai,Tucson,2022,rojo,4,xl
448,448,E6C-292,Nissan,Versa,2023,blanco,7,economico
449,449,C2D-296,Chevrolet,Onix,2020,azul,4,economico
450,450,C4G-983,Nissan,Kicks,2020,plata,4,confort
451,451,H2A-978,Toyota,Rav4,2017,rojo,7,economico
452,452,B9H-397,Chevrolet,Sail,2019,blanco,4,estandar
453,453,C1D-378,Hyundai,Elantra,2023,gris,5,economico
454,454,B5J-586,Nissan,Sentra,2019,blanco,5,xl
455,455,C6H-255,Kia,Rio,2015,plata,4,economico
456,456,A4H-757,Nissan,Kicks,2025,blanco,4,economico
457,457,H1D-877,Kia,Sportage,2023,plata,4,economico
458,458,G8A-113,Nissan,Sentra,2023,azul,4,xl
459,459,G7D-981,Chevrolet,Tracker,2016,negro,4,xl
460,460,A8B-860,Toyota,Rav4,2019,azul,4,economico
461,461,H2E-771,Chevrolet,Sail,2022,plata,4,estandar
462,462,D5D-964,Hyundai,Accent,2026,plata,4,xl
463,463,E9J-665,Kia,Rio,2023,rojo,4,estandar
464,464,F1H-290,Nissan,Versa,2022,gris,7,estandar
465,465,J6E-464,Kia,Cerato,2015,negro,7,economico
466,466,G1D-418,Chevrolet,Tracker,2016,negro,5,xl
467,467,J4J-827,Chevrolet,Onix,2017,plata,7,estandar
468,468,D9A-133,Hyundai,Elantra,2025,negro,5,confort
469,469,F9E-523,Nissan,Sentra,2026,gris,7,xl
470,470,E2G-336,Nissan,Sentra,2026,blanco,4,economico
471,471,D2H-440,Nissan,Sentra,2016,azul,5,xl
472,472,A2E-466,Nissan,Kicks,2018,blanco,7,economico
473,473,E5B-478,Toyota,Corolla,2016,azul,4,confort
474,474,G2B-524,Hyundai,Tucson,2020,blanco,4,confort
475,475,A4G-177,Nissan,Versa,2022,azul,4,xl
476,476,F6F-826,Toyota,Rav4,2018,plata,4,confort
477,477,G9D-488,Hyundai,Tucson,2026,gris,4,xl
478,478,B5A-303,Nissan,Sentra,2026,rojo,4,confort
479,479,F6G-906,Kia,Cerato,2014,blanco,4,economico
480,480,B7C-255,Toyota,Corolla,2026,negro,4,xl
481,481,H5C-807,Chevrolet,Sail,2024,rojo,5,estandar
482,482,J4J-476,Nissan,Kicks,2026,blanco,7,confort
483,483,A4E-130,Nissan,Kicks,2023,azul,4,xl
484,484,A9B-171,Kia,Rio,2020,rojo,4,economico
485,485,E9E-675,Hyundai,Elantra,2017,rojo,5,xl
486,486,A7C-929,Toyota,Corolla,2023,gris,7,confort
487,487,E3F-361,Toyota,Corolla,2023,rojo,5,xl
488,488,F5C-955,Chevrolet,Sail,2025,rojo,5,confort
489,489,C8F-272,Nissan,Kicks,2014,blanco,4,xl
490,490,H4E-413,Toyota,Corolla,2023,rojo,4,confort
491,491,C4F-790,Chevrolet,Sail,2020,rojo,4,estandar
492,492,G5J-720,Hyundai,Elantra,2025,blanco,4,economico
493,493,H1H-669,Toyota,Yaris,2016,rojo,7,confort
494,494,H7B-855,Kia,Sportage,2017,blanco,4,confort
495,495,E2E-277,Chevrolet,Tracker,2025,rojo,4,confort
496,496,C9D-755,Kia,Rio,2021,negro,7,xl
497,497,G8J-227,Kia,Sportage,2017,blanco,4,xl
498,498,G5H-828,Kia,Cerato,2015,blanco,4,estandar
499,499,J8A-791,Toyota,Rav4,2026,azul,4,economico
500,500,H2B-526,Toyota,Yaris,2015,gris,5,confort
501,501,G2B-696,Kia,Sportage,2017,blanco,7,xl
502,502,E3E-994,Kia,Cerato,2017,rojo,7,confort
503,503,D8H-399,Hyundai,Tucson,2024,rojo,5,xl
504,504,A8J-673,Toyota,Yaris,2024,negro,4,estandar
505,505,F2C-188,Hyundai,Tucson,2025,azul,4,estandar
506,506,G8A-729,Hyundai,Elantra,2024,plata,5,economico
507,507,J7F-836,Hyundai,Accent,2022,negro,7,confort
508,508,B7E-512,Nissan,Kicks,2022,negro,4,economico
509,509,D8A-951,Toyota,Rav4,2023,blanco,5,economico
510,510,H9A-640,Hyundai,Tucson,2022,rojo,5,xl
511,511,D3A-610,Chevrolet,Tracker,2014,azul,7,estandar
512,512,J5C-788,Kia,Sportage,2025,plata,5,confort
513,513,H7C-730,Chevrolet,Onix,2019,blanco,5,confort
514,514,F7F-552,Kia,Rio,2020,plata,5,confort
515,515,B9C-614,Kia,Rio,2021,azul,4,xl
516,516,F1A-298,Nissan,Sentra,2019,negro,4,economico
517,517,G3G-726,Hyundai,Accent,2014,negro,4,xl
518,518,F3F-553,Kia,Rio,2017,blanco,7,economico
519,519,E1G-332,Nissan,Sentra,2015,plata,7,confort
520,520,C5H-509,Hyundai,Tucson,2021,gris,4,estandar
521,521,J4H-878,Kia,Sportage,2023,azul,4,economico
522,522,D7G-714,Kia,Rio,2017,negro,5,xl
523,523,D5C-253,Hyundai,Tucson,2019,rojo,5,estandar
524,524,D8C-905,Chevrolet,Sail,2021,rojo,4,estandar
525,525,D2A-338,Kia,Rio,2025,plata,4,economico
526,526,E3D-357,Chevrolet,Sail,2017,rojo,5,economico
527,527,D4D-879,Kia,Rio,2024,blanco,7,estandar
528,528,E6G-749,Chevrolet,Sail,2016,gris,5,economico
529,529,H4H-203,Kia,Sportage,2022,rojo,4,economico
530,530,G7J-116,Nissan,Kicks,2024,plata,4,confort
531,531,E5C-198,Kia,Cerato,2021,rojo,7,estandar
532,532,C7E-130,Nissan,Sentra,2017,rojo,4,xl
533,533,G9J-471,Hyundai,Tucson,2017,gris,4,estandar
534,534,A4H-728,Chevrolet,Tracker,2021,rojo,7,estandar
535,535,B6A-343,Hyundai,Accent,2015,azul,7,confort
536,536,G6F-898,Chevrolet,Sail,2024,rojo,4,estandar
537,537,A7G-544,Kia,Sportage,2024,azul,5,economico
538,538,H4E-606,Nissan,Sentra,2021,blanco,4,xl
539,539,C9F-841,Hyundai,Tucson,2015,rojo,4,estandar
540,540,F3E-250,Chevrolet,Onix,2020,negro,4,economico
541,541,F7D-793,Kia,Cerato,2018,negro,7,xl
542,542,E6E-107,Hyundai,Accent,2022,azul,4,confort
543,543,G6G-897,Kia,Sportage,2024,gris,4,economico
544,544,A9H-322,Nissan,Versa,2014,negro,4,economico
545,545,H4G-787,Hyundai,Elantra,2017,rojo,4,confort
546,546,H4C-274,Nissan,Kicks,2017,gris,7,xl
547,547,D2G-783,Kia,Cerato,2014,blanco,7,economico
548,548,A5J-631,Toyota,Corolla,2020,rojo,4,xl
549,549,C7E-411,Hyundai,Elantra,2026,azul,7,estandar
550,550,J6F-745,Nissan,Sentra,2015,plata,5,economico
551,551,A4H-199,Chevrolet,Onix,2018,rojo,4,economico
552,552,E6H-934,Toyota,Yaris,2025,gris,5,xl
553,553,E5H-911,Chevrolet,Sail,2025,negro,7,xl
554,554,A6C-613,Chevrolet,Tracker,2014,rojo,4,xl
555,555,F2J-295,Nissan,Sentra,2022,gris,5,xl
556,556,J9J-342,Toyota,Corolla,2018,negro,4,confort
557,557,G9F-733,Toyota,Yaris,2022,blanco,5,estandar
558,558,A3D-146,Kia,Sportage,2023,rojo,7,xl
559,559,G3E-327,Kia,Cerato,2026,negro,4,confort
560,560,G6C-214,Chevrolet,Sail,2015,rojo,4,xl
561,561,D9H-165,Toyota,Yaris,2022,azul,4,estandar
562,562,E7E-490,Kia,Cerato,2014,gris,7,economico
563,563,H7E-551,Hyundai,Elantra,2021,plata,7,economico
564,564,G2C-281,Toyota,Yaris,2026,gris,4,estandar
565,565,G6F-664,Chevrolet,Onix,2025,azul,4,economico
566,566,E2F-633,Toyota,Rav4,2017,negro,4,confort
567,567,J7G-101,Hyundai,Accent,2017,azul,4,confort
568,568,A3F-904,Toyota,Corolla,2017,azul,4,economico
569,569,B3E-930,Toyota,Corolla,2021,blanco,7,economico
570,570,J1G-865,Kia,Sportage,2026,blanco,7,confort
571,571,B4G-740,Chevrolet,Tracker,2019,blanco,4,confort
572,572,B4G-645,Toyota,Corolla,2015,azul,5,xl
573,573,H1J-111,Toyota,Rav4,2018,azul,4,estandar
574,574,J6A-602,Hyundai,Tucson,2015,azul,5,economico
575,575,D4C-176,Hyundai,Accent,2018,azul,4,estandar
576,576,A5A-781,Hyundai,Accent,2017,plata,4,xl
577,577,F9J-457,Nissan,Sentra,2016,rojo,5,confort
578,578,A7G-208,Chevrolet,Sail,2025,negro,5,estandar
579,579,D1G-706,Toyota,Corolla,2015,plata,4,xl
580,580,C2B-667,Toyota,Corolla,2014,rojo,4,economico
581,581,C4D-300,Toyota,Yaris,2016,gris,4,xl
582,582,C1G-906,Chevrolet,Sail,2017,blanco,4,confort
583,583,G9J-817,Chevrolet,Tracker,2015,blanco,7,xl
584,584,G9A-395,Toyota,Corolla,2014,gris,4,economico
585,585,C1D-911,Toyota,Corolla,2014,azul,4,xl
586,586,B9A-359,Kia,Cerato,2025,plata,4,economico
587,587,H2E-139,Chevrolet,Tracker,2017,gris,5,confort
588,588,E6A-939,Kia,Cerato,2014,azul,4,economico
589,589,C8E-448,Nissan,Sentra,2020,azul,7,estandar
590,590,J6A-598,Chevrolet,Onix,2016,azul,4,economico
591,591,C1E-735,Kia,Cerato,2021,rojo,5,xl
592,592,F4J-394,Hyundai,Elantra,2020,plata,7,economico
593,593,F4A-198,Chevrolet,Onix,2018,plata,4,xl
594,594,H5G-631,Toyota,Corolla,2023,blanco,4,xl
595,595,H7B-223,Hyundai,Elantra,2020,negro,7,xl
596,596,A4E-711,Nissan,Kicks,2016,gris,5,xl
597,597,A2G-478,Nissan,Sentra,2016,plata,5,confort
598,598,C2F-941,Toyota,Corolla,2016,negro,4,estandar
599,599,C5C-307,Kia,Cerato,2016,gris,5,economico
600,600,J6J-957,Toyota,Rav4,2018,azul,5,economico
